 4430   Z88I5.TXT,via Z88G V12 NASTRAN
108244 +5.00000E+000 16555 16556 16559
108372 +5.00000E+000   858   856   846
108412 +5.00000E+000   774   771   331
108433 +5.00000E+000 15753 15749 15756
108438 +5.00000E+000 15409 15410 15407
108441 +5.00000E+000 15422 15435 15418
108442 +5.00000E+000 15422 15457 15435
108474 +5.00000E+000 16566 16569 16572
108496 +5.00000E+000 15207 15070 15071
108500 +5.00000E+000 15996 16002 16001
108518 +5.00000E+000 16612 16611 16152
108520 +5.00000E+000 16611 16549 16153
108574 +5.00000E+000 16282 16281 16265
108575 +5.00000E+000 16282 15543 16281
108578 +5.00000E+000   739   244   733
108586 +5.00000E+000   246   247   731
108705 +5.00000E+000 16480 16493 16482
108723 +5.00000E+000 16548 16608 16607
108725 +5.00000E+000 16542 16539 16540
108890 +5.00000E+000 16294 16552 16293
108901 +5.00000E+000   556   544   555
108995 +5.00000E+000 16196 16182 16197
108998 +5.00000E+000 16200 16201 16161
108999 +5.00000E+000 16196 16199 16198
109214 +5.00000E+000   431   515   432
109223 +5.00000E+000 15754 15752 15755
109224 +5.00000E+000 15425 15426 15357
109233 +5.00000E+000 15752 15753 15755
109235 +5.00000E+000 15754 15755 15770
109243 +5.00000E+000 15702 15749 15748
109246 +5.00000E+000 15750 15748 15752
109346 +5.00000E+000   235   385   743
109635 +5.00000E+000 15756 15749 15701
109648 +5.00000E+000 16516 16539 16541
109655 +5.00000E+000 16535 16539 16516
109728 +5.00000E+000 15585 15588 15601
109729 +5.00000E+000 15588 15603 15601
109730 +5.00000E+000 15601 15603 15605
109731 +5.00000E+000 15599 15601 15600
109741 +5.00000E+000 15604 15606 15603
109750 +5.00000E+000   906   200   201
109906 +5.00000E+000 15455 15469 15472
109908 +5.00000E+000 15456 15453 15455
110074 +5.00000E+000   909   911   912
110080 +5.00000E+000   721   723   748
110086 +5.00000E+000   859   860   857
110190 +5.00000E+000 15447 15450 15453
110227 +5.00000E+000 16034 16037 16038
110228 +5.00000E+000 15976 15974 15972
110229 +5.00000E+000 16034 16036 16033
110237 +5.00000E+000 16537 16534 16532
110238 +5.00000E+000 16538 16540 16536
110248 +5.00000E+000 16492 16497 16494
110249 +5.00000E+000 16538 16536 16534
110250 +5.00000E+000 16533 16534 16536
110272 +5.00000E+000 15602 15553 15600
110297 +5.00000E+000 16031 16029 16032
110323 +5.00000E+000   908   909   749
110328 +5.00000E+000   749   909   752
110329 +5.00000E+000   723   883   748
110460 +5.00000E+000   609   610   607
110462 +5.00000E+000   727   729   730
110470 +5.00000E+000 16584 16593 16588
110475 +5.00000E+000 16593 16599 16588
110476 +5.00000E+000 15164 15165 15477
110527 +5.00000E+000 15974 15971 15972
110534 +5.00000E+000 16637 16638 15703
110540 +5.00000E+000 15754 15750 15752
110543 +5.00000E+000 15375 15377 15392
110544 +5.00000E+000 15375 15374 15377
110551 +5.00000E+000 15702 15748 15703
110556 +5.00000E+000 16181 16178 16177
110558 +5.00000E+000 16181 16194 16178
110570 +5.00000E+000 16530 16532 16534
110616 +5.00000E+000   888   889   886
110777 +5.00000E+000   468   635   636
110788 +5.00000E+000 16538 16537 16543
110789 +5.00000E+000 16538 16534 16537
110804 +5.00000E+000 15914 15953 15955
110805 +5.00000E+000 15893 15894 15953
110807 +5.00000E+000 15891 15887 15888
110867 +5.00000E+000 16036 16035 16033
110871 +5.00000E+000 15997 15998 16000
110894 +5.00000E+000 16646 15698 15699
110929 +5.00000E+000   199   901   198
111057 +5.00000E+000   483   485   488
111060 +5.00000E+000   480   486   481
111144 +5.00000E+000 15705 15747 15750
111146 +5.00000E+000 15704 15703 15747
111190 +5.00000E+000 16021 16023 16018
111194 +5.00000E+000 16045 16042 16046
111201 +5.00000E+000 16018 16023 16020
111203 +5.00000E+000 16017 16000 16018
111232 +5.00000E+000   482   284   285
111364 +5.00000E+000   574   573   576
111374 +5.00000E+000   573   575   576
111466 +5.00000E+000 16026 16020 16023
111492 +5.00000E+000   895   876   873
111496 +5.00000E+000   204   893   907
111498 +5.00000E+000   913   911   910
111500 +5.00000E+000   908   910   911
111588 +5.00000E+000 16393 16396 16392
111655 +5.00000E+000 16067 15742 15743
111658 +5.00000E+000 16062 16067 15743
111669 +5.00000E+000 16463 16466 16468
111670 +5.00000E+000 16425 16436 16438
111762 +5.00000E+000 16640 16642 16639
111790 +5.00000E+000   877   899   888
111797 +5.00000E+000   913   910   891
111888 +5.00000E+000   549   560   561
111904 +5.00000E+000 16506 16505 16509
111951 +5.00000E+000 15187 15184 15186
111955 +5.00000E+000 16030 16024 16047
111956 +5.00000E+000 16548 16545 16546
111960 +5.00000E+000 16547 16607 16568
111963 +5.00000E+000 16523 16518 16524
112012 +5.00000E+000 16077 15570 15571
112041 +5.00000E+000 15872 15913 15871
112053 +5.00000E+000   881   880   886
112062 +5.00000E+000   877   888   875
112235 +5.00000E+000 15011 15012 15264
112235 +5.00000E+000 15011 16108 15012
112239 +5.00000E+000 15275 15273 15256
112240 +5.00000E+000 15274 15275 15013
112241 +5.00000E+000 15015 15276 15014
112241 +5.00000E+000 16112 15015 15014
112250 +5.00000E+000 15264 15275 15258
112254 +5.00000E+000 16526 16547 16568
112497 +5.00000E+000 16047 16024 16022
112503 +5.00000E+000 16022 16024 16021
112507 +5.00000E+000 16012 16015 16057
112508 +5.00000E+000 15225 15227 15228
112575 +5.00000E+000   873   871   870
112578 +5.00000E+000 15864 15869 15863
112580 +5.00000E+000   876   877   874
112723 +5.00000E+000 15181 15183 15186
112726 +5.00000E+000 15172 15180 15181
112737 +5.00000E+000   656   674   667
112739 +5.00000E+000   675   674   677
112741 +5.00000E+000 14982 15058 15004
112743 +5.00000E+000 15919 15937 15928
112754 +5.00000E+000 15936 15935 15933
112755 +5.00000E+000 15926 15929 15931
112756 +5.00000E+000 15929 15926 15925
113057 +5.00000E+000 15185 15213 15200
113059 +5.00000E+000   691   672   690
113068 +5.00000E+000 15849 15853 15851
113082 +5.00000E+000 16513 16511 16514
113086 +5.00000E+000 16502 16511 16513
113144 +5.00000E+000   899   898   901
113250 +5.00000E+000 16599 16602 16601
113321 +5.00000E+000 15719 15718 15852
113322 +5.00000E+000 15852 15718 15851
113435 +5.00000E+000   875   874   877
113443 +5.00000E+000   577   571   570
113447 +5.00000E+000   577   580   578
113452 +5.00000E+000   258   571   572
113453 +5.00000E+000   573   561   575
113632 +5.00000E+000 15181 15180 15183
113634 +5.00000E+000 15797 15796 15697
113680 +5.00000E+000   265   541   264
113686 +5.00000E+000   235   236   385
113816 +5.00000E+000 16347 16350 16349
113870 +5.00000E+000   894   897   895
113873 +5.00000E+000   895   873   894
113878 +5.00000E+000   853   855   896
113879 +5.00000E+000   876   898   877
113882 +5.00000E+000   259   571   258
113883 +5.00000E+000   571   259   569
114107 +5.00000E+000 16164 16448 16165
114132 +5.00000E+000 15760 15757 15761
114142 +5.00000E+000 15441 15373 15372
114178 +5.00000E+000   254   591   253
114181 +5.00000E+000   591   593   253
114332 +5.00000E+000 15555 15889 15554
114334 +5.00000E+000 15886 15889 15890
114340 +5.00000E+000 15889 15555 15895
114341 +5.00000E+000 15557 15896 15556
114344 +5.00000E+000 16517 16514 16512
114345 +5.00000E+000 16511 16512 16514
114394 +5.00000E+000 16160 16161 16201
114437 +5.00000E+000 15554 15607 15555
114447 +5.00000E+000   894   873   872
114448 +5.00000E+000   873   876   871
114453 +5.00000E+000   572   587   588
114461 +5.00000E+000   813   835   814
114463 +5.00000E+000   783   782   788
114600 +5.00000E+000 15786 15792 15789
114623 +5.00000E+000 15176 15173 15175
114625 +5.00000E+000 15081 15170 15080
114630 +5.00000E+000 15171 15174 15198
114631 +5.00000E+000 15198 15174 15200
114639 +5.00000E+000 15816 15551 15877
114644 +5.00000E+000 15335 15330 15332
114650 +5.00000E+000 15815 15816 15812
114652 +5.00000E+000 16523 16517 16518
114654 +5.00000E+000 16523 16520 16517
114716 +5.00000E+000 15761 15763 15760
114848 +5.00000E+000 15185 15176 15184
114853 +5.00000E+000 16514 16519 16513
114886 +5.00000E+000   245   731   733
114896 +5.00000E+000   733   731   732
114904 +5.00000E+000   663   660   665
114905 +5.00000E+000 15919 15908 15906
114906 +5.00000E+000   789   783   788
114909 +5.00000E+000 15928 15908 15919
114911 +5.00000E+000   780   666   665
115061 +5.00000E+000 16075 15739 15740
115063 +5.00000E+000 16070 16075 16072
115124 +5.00000E+000 16540 16538 16543
115185 +5.00000E+000   239   240   742
115195 +5.00000E+000   765   768   766
115196 +5.00000E+000   649   766   661
115302 +5.00000E+000 16520 16514 16517
115305 +5.00000E+000 16502 16513 16504
115350 +5.00000E+000 15766 15781 15763
115363 +5.00000E+000 15786 15787 15792
115382 +5.00000E+000   233   743   384
115388 +5.00000E+000 15467 15155 15156
115553 +5.00000E+000 15784 15786 15781
115557 +5.00000E+000 15784 15781 15766
115642 +5.00000E+000 15231 15232 15229
115645 +5.00000E+000 16060 16067 16062
115726 +5.00000E+000 16507 16503 16504
115799 +5.00000E+000 15450 15455 15453
115927 +5.00000E+000 15349 15355 15352
116097 +5.00000E+000 16505 16500 16503
116099 +5.00000E+000 16503 16501 16504
116189 +5.00000E+000   890   884   887
116193 +5.00000E+000   879   882   722
116262 +5.00000E+000   813   789   791
116266 +5.00000E+000   844   838   843
116434 +5.00000E+000   229   380   379
116569 +5.00000E+000 16056 16055 15569
116573 +5.00000E+000 16503 16500 16499
116633 +5.00000E+000   375   224   376
116747 +5.00000E+000 15195 15256 15223
116748 +5.00000E+000 15256 15273 15223
116749 +5.00000E+000 15667 15671 15668
116752 +5.00000E+000 16015 16012 16011
116802 +5.00000E+000   879   878   881
116805 +5.00000E+000   879   722   719
116813 +5.00000E+000   744   220   221
116933 +5.00000E+000 16062 16059 16060
116956 +5.00000E+000 16480 16482 16479
117027 +5.00000E+000   214   215   756
117116 +5.00000E+000 15165 15166 15475
117123 +5.00000E+000 16590 16634 16633
117125 +5.00000E+000 15396 15393 15475
117128 +5.00000E+000 15476 15477 15474
117136 +5.00000E+000 16006 16005 16009
117182 +5.00000E+000 15794 15792 15795
117184 +5.00000E+000 15783 15788 15782
117358 +5.00000E+000 16014 16010 16019
117360 +5.00000E+000 15263 15264 15258
117364 +5.00000E+000 16006 15732 15731
117369 +5.00000E+000 16491 16494 16493
117378 +5.00000E+000 16539 16535 16536
117379 +5.00000E+000 16497 16512 16494
117433 +5.00000E+000   880   878   867
117518 +5.00000E+000 15161 15479 15473
117520 +5.00000E+000   388   387   742
117524 +5.00000E+000 15479 15162 15478
117529 +5.00000E+000 16277 16116 16285
117633 +5.00000E+000   209   210   911
117779 +5.00000E+000 15975 15976 15972
117785 +5.00000E+000 16479 16482 16481
118000 +5.00000E+000 16022 16004 16041
118006 +5.00000E+000 16004 16021 16003
118112 +5.00000E+000   203   204   907
118292 +5.00000E+000   869   875   880
118294 +5.00000E+000   868   865   871
118302 +5.00000E+000   893   206   913
118422 +5.00000E+000   225   376   224
118485 +5.00000E+000 16028 16026 16031
118504 +5.00000E+000   863   865   868
118514 +5.00000E+000   913   891   893
118779 +5.00000E+000   868   869   866
118780 +5.00000E+000   869   874   875
118890 +5.00000E+000   378   228   379
118894 +5.00000E+000 16437 16442 16439
118902 +5.00000E+000 16442 16484 16439
119091 +5.00000E+000   744   373   372
119102 +5.00000E+000 16487 16489 16484
119172 +5.00000E+000 15836 15841 15835
119315 +5.00000E+000 16483 16484 16486
119585 +5.00000E+000 15140 15324 15139
119594 +5.00000E+000 15399 15141 15142
119600 +5.00000E+000   746   749   747
119682 +5.00000E+000   615   616   436
119800 +5.00000E+000   368   745   369
119809 +5.00000E+000 15980 15991 15982
119810 +5.00000E+000 15248 15247 15249
119815 +5.00000E+000 16487 16443 16488
120017 +5.00000E+000   281   478   280
120019 +5.00000E+000   480   481   478
120084 +5.00000E+000   719   718   878
120086 +5.00000E+000   716   718   719
120094 +5.00000E+000 15926 15723 15925
120095 +5.00000E+000   667   465   637
120254 +5.00000E+000   351   184   667
120257 +5.00000E+000   667   184   465
120258 +5.00000E+000 16479 16481 16477
120324 +5.00000E+000   573   567   561
120326 +5.00000E+000   563   581   575
120332 +5.00000E+000   215   755   756
120333 +5.00000E+000   745   755   369
120406 +5.00000E+000 16399 16398 16396
120427 +5.00000E+000 15248 15249 15253
120430 +5.00000E+000 15253 15246 15248
120434 +5.00000E+000 15946 15949 15951
120437 +5.00000E+000 15096 15249 15095
120507 +5.00000E+000   864   870   865
120508 +5.00000E+000   862   824   864
120509 +5.00000E+000   675   669   668
120518 +5.00000E+000   755   215   216
120596 +5.00000E+000   280   478   479
120599 +5.00000E+000   478   481   479
120685 +5.00000E+000 15973 15994 15952
120688 +5.00000E+000 15994 15996 15993
120695 +5.00000E+000 16475 16479 16477
120704 +5.00000E+000 16471 16303 16423
120716 +5.00000E+000 16473 16427 16474
120736 +5.00000E+000 15841 15843 15838
120737 +5.00000E+000 15844 15843 15841
120870 +5.00000E+000 16583 16579 16581
120873 +5.00000E+000 15386 15388 15127
120877 +5.00000E+000 16427 16438 16474
121115 +5.00000E+000 16586 16585 16589
121120 +5.00000E+000 16684 16683 16289
121239 +5.00000E+000   505   511   523
121240 +5.00000E+000   511   526   523
121306 +5.00000E+000   327   769   760
121312 +5.00000E+000   487   481   486
121378 +5.00000E+000 15027 15120 15121
121390 +5.00000E+000   468   182   635
121392 +5.00000E+000 15726 15932 15727
121397 +5.00000E+000 16485 16480 16476
121398 +5.00000E+000 16485 16476 16474
121405 +5.00000E+000 16476 16473 16474
121479 +5.00000E+000 16196 16198 16194
121481 +5.00000E+000 16174 16180 16179
121510 +5.00000E+000   753   757   751
121511 +5.00000E+000   750   753   751
121561 +5.00000E+000   479   279   280
121603 +5.00000E+000 16528 16531 16532
121672 +5.00000E+000   212   912   211
121838 +5.00000E+000 16487 16490 16489
121867 +5.00000E+000   860   859   191
121879 +5.00000E+000   856   858   859
121885 +5.00000E+000   753   213   757
121888 +5.00000E+000   753   752   912
121980 +5.00000E+000   869   880   867
121986 +5.00000E+000   718   867   878
122002 +5.00000E+000 15948 15990 15989
122004 +5.00000E+000 16465 16528 16527
122005 +5.00000E+000 16488 16464 16527
122007 +5.00000E+000 16437 16440 16442
122098 +5.00000E+000   858   180   190
122099 +5.00000E+000   858   345   180
122208 +5.00000E+000 15031 15116 15117
122211 +5.00000E+000 15032 15116 15031
122221 +5.00000E+000   185   352   695
122225 +5.00000E+000 16443 16464 16488
122232 +5.00000E+000 16428 16430 16419
122313 +5.00000E+000   793   792   333
122413 +5.00000E+000 15924 15922 15961
122479 +5.00000E+000   883   910   908
122484 +5.00000E+000   749   748   908
122611 +5.00000E+000 15956 15959 15955
122612 +5.00000E+000 15956 15960 15959
122616 +5.00000E+000 15962 15964 15966
122718 +5.00000E+000   748   883   908
122720 +5.00000E+000   913   208   911
122812 +5.00000E+000 15916 15922 15921
122813 +5.00000E+000 15961 15965 15942
122816 +5.00000E+000 16459 16462 16458
122817 +5.00000E+000 16434 16440 16437
122823 +5.00000E+000 16463 16462 16459
122828 +5.00000E+000 16465 16462 16463
122900 +5.00000E+000   196   197   903
122966 +5.00000E+000   278   279   471
123172 +5.00000E+000   354   355   672
123175 +5.00000E+000 15978 15729 15728
123176 +5.00000E+000 15730 15984 16005
123177 +5.00000E+000 15263 15260 15265
123178 +5.00000E+000 15984 15730 15729
123181 +5.00000E+000 16108 15729 15730
123186 +5.00000E+000 16412 16414 16409
123250 +5.00000E+000 16247 16245 16249
123320 +5.00000E+000   498   492   487
123376 +5.00000E+000 15294 15051 15295
123377 +5.00000E+000 15846 15851 15717
123379 +5.00000E+000   673   353   354
123381 +5.00000E+000   691   694   672
123382 +5.00000E+000 15730 16109 16108
123397 +5.00000E+000 16162 16455 16163
123398 +5.00000E+000 16453 16457 16456
123520 +5.00000E+000   490   471   479
123637 +5.00000E+000   829   840   848
123656 +5.00000E+000   885   891   910
123658 +5.00000E+000   206   893   205
123662 +5.00000E+000   893   891   890
123782 +5.00000E+000 15499 15504 15505
124127 +5.00000E+000 16394 16309 16389
124164 +5.00000E+000 15325 15323 15327
124173 +5.00000E+000 15327 15328 15325
124183 +5.00000E+000 15261 15249 15250
124184 +5.00000E+000 15979 15981 15977
124187 +5.00000E+000 15979 15980 15982
124190 +5.00000E+000 16103 15724 15725
124193 +5.00000E+000 15060 15061 15272
124194 +5.00000E+000 16142 16143 16134
124203 +5.00000E+000 16445 16448 16449
124206 +5.00000E+000 16447 16449 16451
124269 +5.00000E+000   851   848   850
124270 +5.00000E+000   849   848   851
124294 +5.00000E+000   223   224   375
124398 +5.00000E+000   833   849   852
124588 +5.00000E+000   828   830   833
124713 +5.00000E+000 15638 15637 15640
124714 +5.00000E+000 15639 15638 15640
124718 +5.00000E+000 15639 15562 15638
124756 +5.00000E+000 15662 15675 15664
124757 +5.00000E+000 15654 15652 15656
124960 +5.00000E+000   515   297   516
124965 +5.00000E+000   297   515   296
124992 +5.00000E+000   841   838   844
125004 +5.00000E+000   342   343   844
125019 +5.00000E+000   905   906   201
125144 +5.00000E+000 16450 16447 16451
125213 +5.00000E+000 16572 16577 16574
125229 +5.00000E+000   265   266   541
125334 +5.00000E+000 15403 15339 15398
125355 +5.00000E+000   610   608   607
125358 +5.00000E+000   608   610   729
125362 +5.00000E+000   604   609   607
125369 +5.00000E+000 15391 15387 15385
125635 +5.00000E+000   838   836   835
125750 +5.00000E+000 16511 16493 16494
125783 +5.00000E+000   613   186   396
125788 +5.00000E+000   701   698   700
125789 +5.00000E+000   687   698   692
125794 +5.00000E+000 15906 15902 15911
125801 +5.00000E+000 15901 15899 15902
125806 +5.00000E+000 15899 15900 15902
125921 +5.00000E+000   266   267   540
126036 +5.00000E+000 15885 15888 15887
126081 +5.00000E+000 15980 15989 15991
126082 +5.00000E+000 15989 15992 15991
126205 +5.00000E+000 15171 15078 15079
126258 +5.00000E+000 15562 15975 15970
126267 +5.00000E+000 16431 16429 16434
126269 +5.00000E+000 16424 16425 16427
126274 +5.00000E+000 16431 16434 16437
126343 +5.00000E+000 15093 15245 15092
126375 +5.00000E+000   913   207   208
126599 +5.00000E+000   836   839   817
126610 +5.00000E+000   723   882   883
126622 +5.00000E+000   903   197   900
126717 +5.00000E+000 15962 15960 15964
126723 +5.00000E+000 16432 16434 16429
126895 +5.00000E+000   817   818   815
126896 +5.00000E+000   839   818   817
126993 +5.00000E+000 16648 16650 16647
126995 +5.00000E+000 16403 16406 16409
127137 +5.00000E+000 16411 16414 16429
127140 +5.00000E+000 16409 16414 16411
127293 +5.00000E+000 15005 15272 15061
127311 +5.00000E+000 15153 15465 15152
127318 +5.00000E+000 15879 15882 15881
127320 +5.00000E+000 16650 15696 15697
127325 +5.00000E+000 16648 16652 16650
127329 +5.00000E+000   902   194   195
127401 +5.00000E+000 16079 16077 15571
127455 +5.00000E+000   193   194   861
127534 +5.00000E+000 15418 15416 15415
127565 +5.00000E+000 15879 15842 15875
127566 +5.00000E+000 15882 15886 15885
127574 +5.00000E+000 16426 16424 16427
127578 +5.00000E+000 16420 16422 16417
127580 +5.00000E+000 16426 16422 16424
127676 +5.00000E+000   834   831   833
127766 +5.00000E+000 15844 15841 15842
127769 +5.00000E+000 15881 15882 15885
127919 +5.00000E+000 15959 15961 15922
127930 +5.00000E+000 16430 16431 16436
127935 +5.00000E+000 16420 16418 16421
128015 +5.00000E+000 16002 16004 16001
128025 +5.00000E+000 16004 16022 16021
128208 +5.00000E+000 16418 16399 16419
128380 +5.00000E+000 16640 16645 16642
128386 +5.00000E+000 16397 16399 16396
128387 +5.00000E+000 16408 16409 16411
128421 +5.00000E+000 16003 15998 16001
128430 +5.00000E+000 15918 15923 15920
128434 +5.00000E+000   808   689   807
128470 +5.00000E+000   862   865   863
128477 +5.00000E+000   588   591   255
128479 +5.00000E+000   593   591   592
128601 +5.00000E+000 15051 15052 15295
128602 +5.00000E+000 16446 16450 16413
128606 +5.00000E+000 16406 16412 16409
128611 +5.00000E+000 16456 16452 16453
128805 +5.00000E+000 15842 15836 15875
128814 +5.00000E+000 16408 16410 16397
128868 +5.00000E+000   829   816   818
128872 +5.00000E+000   829   818   840
128941 +5.00000E+000 16403 16409 16408
129081 +5.00000E+000 15383 15385 15387
129083 +5.00000E+000 15954 15896 15957
129087 +5.00000E+000 15953 15894 15954
129090 +5.00000E+000 15838 15843 15840
129098 +5.00000E+000 16404 16407 16406
129286 +5.00000E+000 15894 15896 15954
129421 +5.00000E+000 15380 15104 15105
129422 +5.00000E+000 15381 15103 15104
129429 +5.00000E+000 16605 16603 16606
129486 +5.00000E+000   724   249   250
129488 +5.00000E+000   249   724   726
129599 +5.00000E+000 15822 15831 15826
129616 +5.00000E+000 16406 16407 16412
129753 +5.00000E+000 16638 16635 15702
129757 +5.00000E+000 16631 16635 16632
129770 +5.00000E+000 16394 16396 16398
129774 +5.00000E+000 16397 16396 16393
129859 +5.00000E+000 15854 15853 15850
129954 +5.00000E+000 16342 16344 16341
130049 +5.00000E+000 15865 15854 15859
130050 +5.00000E+000 15854 15865 15867
130051 +5.00000E+000   866   867   715
130143 +5.00000E+000 15944 15949 15943
130206 +5.00000E+000 16023 16029 16026
130208 +5.00000E+000 16026 16028 16025
130305 +5.00000E+000 14991 14992 15345
130305 +5.00000E+000 16087 14992 14991
130306 +5.00000E+000 15709 16087 16086
130316 +5.00000E+000 16637 16632 16638
130340 +5.00000E+000 16024 16030 16029
130456 +5.00000E+000 15944 15942 15967
130460 +5.00000E+000 15966 15964 15969
130522 +5.00000E+000   824   705   823
130523 +5.00000E+000   700   808   819
130527 +5.00000E+000   808   821   819
130530 +5.00000E+000   807   809   810
130722 +5.00000E+000 16032 16069 16031
130731 +5.00000E+000   701   819   820
130732 +5.00000E+000 15867 15900 15856
130783 +5.00000E+000   480   478   282
130818 +5.00000E+000 15015 15016 15277
130826 +5.00000E+000 16628 16630 16648
130828 +5.00000E+000 16146 16630 16147
130832 +5.00000E+000 15953 15954 15956
130834 +5.00000E+000 16628 16625 16626
130840 +5.00000E+000 16650 15697 16649
130880 +5.00000E+000   701   700   819
130886 +5.00000E+000 15714 15824 15715
131020 +5.00000E+000 15785 15807 15787
131314 +5.00000E+000 15787 15793 15792
131325 +5.00000E+000 15263 15011 15264
131331 +5.00000E+000 15799 15765 15796
131336 +5.00000E+000 15805 15801 15802
131337 +5.00000E+000 15802 15804 15806
131341 +5.00000E+000 16366 16364 16384
131406 +5.00000E+000   835   836   814
131465 +5.00000E+000 15798 15546 15803
131532 +5.00000E+000 15381 15380 15042
131580 +5.00000E+000 15272 15005 15006
131587 +5.00000E+000 15532 15518 15515
131598 +5.00000E+000 16379 16381 16383
131833 +5.00000E+000   813   814   811
131834 +5.00000E+000   828   827   830
131835 +5.00000E+000   827   828   822
131914 +5.00000E+000 15001 15055 15054
131916 +5.00000E+000 15001 15002 15055
131928 +5.00000E+000 16603 16598 16604
131930 +5.00000E+000 16604 16621 16625
132069 +5.00000E+000 15001 15054 15000
132077 +5.00000E+000 16376 16356 16372
132078 +5.00000E+000 16376 16378 16356
132128 +5.00000E+000 16531 16158 16532
132236 +5.00000E+000   730   734   735
132237 +5.00000E+000   734   393   735
132240 +5.00000E+000   734   394   393
132246 +5.00000E+000 15167 15396 15166
132254 +5.00000E+000 15764 15765 15767
132376 +5.00000E+000   599   725   724
132389 +5.00000E+000 15154 15155 15467
132443 +5.00000E+000 15520 15501 15522
132451 +5.00000E+000 15295 15305 14997
132456 +5.00000E+000 15714 15713 15823
132473 +5.00000E+000   807   688   804
132476 +5.00000E+000   807   810   808
132479 +5.00000E+000 15965 15967 15942
132733 +5.00000E+000 15396 15475 15166
132901 +5.00000E+000 15469 15471 15472
132905 +5.00000E+000 16618 16620 16616
132906 +5.00000E+000 16624 16620 16623
132948 +5.00000E+000 16261 16147 16259
132992 +5.00000E+000   689   700   687
132993 +5.00000E+000   683   682   685
133102 +5.00000E+000 15906 15911 15917
133340 +5.00000E+000 16510 16509 16507
133362 +5.00000E+000 16587 16583 16584
133380 +5.00000E+000   657   658   655
133381 +5.00000E+000 15925 15927 15929
133406 +5.00000E+000   682   684   685
133412 +5.00000E+000   684   781   803
133501 +5.00000E+000 15012 15013 15275
133503 +5.00000E+000 15012 15275 15264
133581 +5.00000E+000   689   688   807
133695 +5.00000E+000   688   685   804
133810 +5.00000E+000 15291 15292 15293
133822 +5.00000E+000 16596 16578 16615
133960 +5.00000E+000 15462 15464 15470
133961 +5.00000E+000 15468 15462 15470
133962 +5.00000E+000 15471 15468 15470
133967 +5.00000E+000 16348 16344 16353
134025 +5.00000E+000   799   837   835
134030 +5.00000E+000   800   798   795
134031 +5.00000E+000   782   779   785
134037 +5.00000E+000   789   813   811
134147 +5.00000E+000 15451 15438 15440
134156 +5.00000E+000 15706 15705 15750
134245 +5.00000E+000   598   593   592
134299 +5.00000E+000 15924 15921 15922
134301 +5.00000E+000 15924 15942 15941
134310 +5.00000E+000 16354 16353 16351
134311 +5.00000E+000 16354 16351 16352
134443 +5.00000E+000 15458 15460 15463
134444 +5.00000E+000 15465 15463 15460
134580 +5.00000E+000   541   547   264
134591 +5.00000E+000 15466 15463 15465
134592 +5.00000E+000 15463 15466 15464
134594 +5.00000E+000 15153 15466 15465
134767 +5.00000E+000   791   799   813
134847 +5.00000E+000 15458 15457 15460
134851 +5.00000E+000 16343 16341 16344
134874 +5.00000E+000   794   786   793
135028 +5.00000E+000 16166 16386 16167
135032 +5.00000E+000   788   790   791
135058 +5.00000E+000   588   592   591
135113 +5.00000E+000 15452 15450 15449
135114 +5.00000E+000 15455 15452 15469
135116 +5.00000E+000 15468 15451 15462
135126 +5.00000E+000 15471 15469 15468
135127 +5.00000E+000 15919 15906 15917
135129 +5.00000E+000   819   821   822
135132 +5.00000E+000 15909 15911 15900
135162 +5.00000E+000 16608 16610 16607
135336 +5.00000E+000 16565 16556 16554
135390 +5.00000E+000   781   783   805
135417 +5.00000E+000 16398 16399 16418
135543 +5.00000E+000   844   343   845
135572 +5.00000E+000 16510 16521 16554
135612 +5.00000E+000   789   811   805
135613 +5.00000E+000   789   788   791
135664 +5.00000E+000 16334 16332 16337
135784 +5.00000E+000 15872 15914 15913
135892 +5.00000E+000   773   768   772
135894 +5.00000E+000   786   773   775
135995 +5.00000E+000 16331 16332 16334
136110 +5.00000E+000   764   769   770
136204 +5.00000E+000 15465 15459 15151
136208 +5.00000E+000 16571 16574 16573
136400 +5.00000E+000 16504 16513 16508
136414 +5.00000E+000 15462 15451 15440
136417 +5.00000E+000 15461 15439 15458
136418 +5.00000E+000 15439 15461 15440
136474 +5.00000E+000   784   773   786
136486 +5.00000E+000 15450 15444 15449
136487 +5.00000E+000 15469 15452 15468
136517 +5.00000E+000 16595 16578 16596
136642 +5.00000E+000 15418 15435 15416
136646 +5.00000E+000 15435 15433 15416
136648 +5.00000E+000 15426 15428 15431
136651 +5.00000E+000 15909 15868 15910
136653 +5.00000E+000 15909 15867 15868
136655 +5.00000E+000 15909 15900 15867
136656 +5.00000E+000   815   810   809
136657 +5.00000E+000 15909 15912 15911
136661 +5.00000E+000 16093 14997 16092
136712 +5.00000E+000   779   784   785
136796 +5.00000E+000 15464 15467 15470
136828 +5.00000E+000 15710 15775 15711
136996 +5.00000E+000 16493 16511 16502
137190 +5.00000E+000   633   631   628
137246 +5.00000E+000 16482 16501 16481
137254 +5.00000E+000 16478 16481 16499
137275 +5.00000E+000   608   727   725
137277 +5.00000E+000 15394 15396 15168
137338 +5.00000E+000   912   212   753
137424 +5.00000E+000 15147 15420 15419
137428 +5.00000E+000 15421 15417 15420
137436 +5.00000E+000   684   664   666
137501 +5.00000E+000 15759 15699 15698
137583 +5.00000E+000 15734 16113 16112
137586 +5.00000E+000 15735 16114 16113
